,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
1957,"Tennis no Oji-Sama: Doubles no Oji-Sama - Boys, Be Glorious!",DS,2009,Sports,Konami Digital Entertainment,0,0,0.01,0
1958,George of the Jungle and the Search for the Secret,Wii,2008,Platform,Ignition Entertainment,0.02,0,0,0
1959,Fate/Tiger Colosseum Upper,PSP,2008,Fighting,Capcom,0,0,0.06,0
1960,Backyard NFL Football '08,PS2,2007,Sports,Atari,0.03,0.02,0,0.01
1961,Nicktoons Collection: Game Boy Advance Video Volume 1,GBA,2004,Misc,Unknown,0.46,0.17,0,0.01
1962,Band Hero,X360,2009,Misc,Activision,0.51,0.22,0,0.07
1963,Black,PS2,2006,Shooter,Electronic Arts,1.01,0.04,0.03,0.16
1964,The Legend of Zelda: Ocarina of Time,N64,1998,Action,Nintendo,4100K,1.89,1.45,0.16
1965,Conflict Zone,PS2,2002,Strategy,Ubisoft,0.1,0.08,0,0.03
1966,Rock Band Track Pack Volume 1,PS2,2008,Misc,MTV Games,0.06,0.05,0,0.02
1967,Naruto Shippuden: Ultimate Ninja Storm 2,PS3,2010,Fighting,Namco Bandai Games,0.42,0.47,0.15,0.18
1968,Dora The Explorer: Dora Saves the Snow Princess,Wii,2008,Platform,Take-Two Interactive,0.5,0.03,0,0.04
1969,Mario Party 3,N64,2000,Misc,Nintendo,0.72,0.16,1.01,0.02
1970,Rockstar Games presents Table Tennis,Wii,2007,Sports,Take-Two Interactive,0.39,0.73,0,0.15
1972,Jewel Quest IV: Heritage,DS,2011,Puzzle,iWin,0,0.05,0,0.01
1973,Madden NFL 06,PSP,2005,Sports,Electronic Arts,0.69,0,0,0.06
1974,Prison Architect,PS4,2016,Action,Introversion Software,0.01,0.01,0,0
1975,FIFA 12,3DS,2011,Sports,Electronic Arts,0.08,0.26,0,0.05M
1976,Jikkyou Powerful Pro Yakyuu 2013,PSP,2013,Sports,Konami Digital Entertainment,0,0,0.17,0
1977,Moxie Girlz,DS,2011,Misc,GameMill Entertainment,0.07,0,0,0
1978,Go Diego Go! Great Dinosaur Rescue,Wii,2008,Action,Take-Two Interactive,0.53,0.02,0,0.04
1979,Legendary,PC,2008,Shooter,Atari,0,0.01,0,0
1980,Eureka Seven Vol. 2: The New Vision,PS2,2006,Shooter,Namco Bandai Games,0,0,0.02,0
1981,EA Sports Active: More Workouts,Wii,2009,Sports,Electronic Arts,0.78,0.28,0,0.1
1982,BlazBlue: Chrono Phantasma Extend,XOne,2015,Action,PQube,0.05,0.01,0,0.01
1983,Mat Hoffman's Pro BMX,PS,2001,Sports,Activision,0.3,0.2,0,0.04
1984,Tennis no Oji-Sama: Aim at The Victory!,GBA,2002,Sports,Konami Digital Entertainment,0,0,0.14,0
1985,Suikoden V,PS2,2006,Role-Playing,Konami Digital Entertainment,0.08,0.06,0.19,0.02
1986,IHRA Professional Drag Racing 2005,XB,2004,Racing,Bethesda Softworks,0.04,0.01,0,0
1987,Fracture,X360,2008,Shooter,LucasArts,0.15,0.14,0,0.04
1988,Resident Evil: Operation Raccoon City,PS3,2012,Action,Capcom,0.48,0.25,0.36,0.1
1989,King's Field: The Ancient City,PS2,2001,Role-Playing,Metro 3D,0.05,0.04,0,0.01
1990,NCAA GameBreaker 2001,PS,2000,Sports,Sony Computer Entertainment,0.18,0.12,0,0.02
1991,Castlevania Double Pack,GBA,2006,Platform,Konami Digital Entertainment,0.07,0.03,0,0
1992,Open Season,X360,2006,Platform,Ubisoft,0.1,0,0,0.01
1993,Batman: Arkham Origins,PS3,2013,Action,Warner Bros. Interactive Entertainment,1.07,0.87,0.04,0.4
1994,Star Wars: Flight of the Falcon,GBA,2003,Action,THQ,0.25,0.09,0,0.01
1995,Wacky Races: Crash & Dash,DS,2008,Racing,Eidos Interactive,0.19,0,0,0.01
1996,Beastly Frantic Foto,DS,2011,Puzzle,Storm City Games,0.04,0,0,0
1997,System 3 presents Ferrari Challenge Trofeo Pirelli,DS,2008,Racing,System 3 Arcade Software,0.03,0.01,0,0
1998,The Sims 2: Apartment Life,PC,2008,Simulation,Electronic Arts,0,0.07,0,0.02
1999,T.A.C. Heroes : Big Red One,DS,2010,Strategy,Storm City Games,0.02,0,0,0
2000,Gungrave: Overdose,PS2,2004,Shooter,Play It,0.07,0.05,0,0.02
2001,Lode Runner,NES,1984,Puzzle,Hudson Soft,0,0,1.1,0
2002,Crash Bandicoot: The Wrath of Cortex,XB,2002,Platform,Universal Interactive,0.59,0.57,0,0.07
2003,Krazy Ivan,PS,1995,Simulation,Psygnosis,0.04,0.03,0,0
2004,Megpoid the Music#,PSP,2013,Misc,Asgard,0,0,0.03,0
2005,Nickelodeon Dance,Wii,2011,Misc,Take-Two Interactive,0.23,0.01,0,0.02
2006,Star Wars: Bounty Hunter,PS2,2002,Shooter,LucasArts,0.53,0.42,0,0.14
2007,Headhunter,PS2,2002,Action,Sega,0.19,0.15,0,0.05
2008,Grand Theft Auto V,PS4,2014,Action,Take-Two Interactive,3.8,5.81,0.36,2.02
2009,Madden NFL 2002,PS2,2001,Sports,Electronic Arts,2.5,0.16,0.01,0.42
2010,Dynasty Warriors: Gundam 3,PS3,2010,Action,Tecmo Koei,0.11,0.05,0.36,0.02
2011,Kuryuu Youma Gakuenki Recharge,PS2,2006,Adventure,Atlus,0,0,0.03,0
2012,Chili Con Carnage,PSP,2007,Shooter,Eidos Interactive,0,0.02,0,0.01
2013,LEGO Indiana Jones: The Original Adventures,PS3,2008,Action,Activision,0.44,440K,0,0.18
2014,Jam With the Band,DS,2008,Misc,Nintendo,0,0,0.51,0
2015,FIFA Soccer 96,PS,1995,Sports,Electronic Arts,0.09,0.06,0,0.01
2016,Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,PSP,2010,Role-Playing,Nippon Ichi Software,0.07,0,0.06,0.01
2017,The Lord of the Rings: The Two Towers,GBA,2002,Action,Electronic Arts,0.53,0.2,0,0.01
2018,Kingdom Hearts 3D: Dream Drop Distance,3DS,2012,Action,Square Enix,0.88,0.26,0.34,0.09
2019,Metal Gear Solid: The Twin Snakes,GC,2004,Action,Konami Digital Entertainment,0.3,0.08,0.07,0.01
2020,Tom Clancy's Splinter Cell: Blacklist,WiiU,2013,Action,Ubisoft,0.05,0.07,0,0.01
2021,Inkheart,DS,2009,Adventure,DreamCatcher Interactive,0.02,0,0,0
2022,MotoGP 09/10,PS3,2010,Racing,Capcom,0.05,0.13,0,0.04
2023,Star Wars: Clone Wars,PS2,2002,Shooter,LucasArts,0.24,0.19,0,0.06
2024,Project Setsuna,PS4,2016,Role-Playing,Square Enix,0,0,0.06,0
2025,Pure Futbol,PS3,2010,Sports,Ubisoft,0.06,0.13,0,0.05
2027,Aero Elite: Combat Academy,PS2,2002,Simulation,Sega,0.04,0.03,0,0.01
2028,Luigi's Mansion: Dark Moon,3DS,2013,Action,Nintendo,1.78,1.39,1.1,0.3
2029,Max Payne,PC,2001,Shooter,Take-Two Interactive,0,0.02,0,0
2030,Kingdom Hearts II,PS2,2005,Role-Playing,Square Enix,2.2,0.58,1.38,0.17
2031,Prince of Persia: The Forgotten Sands,PC,2010,Action,Ubisoft,0,0.03,0,0
2032,Beowulf: The Game,PSP,2007,Action,Ubisoft,0.08,0,0,0.01
2033,Naruto: Clash of Ninja Revolution 2,Wii,2008,Fighting,Tomy Corporation,0.34,0.02,0,0.03
2034,Entaku no Seito: The Eternal Legend,PSP,2012,Role-Playing,Kadokawa Games,0,0,0.02,0
2035,State of Emergency,XB,2003,Action,Take-Two Interactive,0.13,0.04,0,0.01
2036,Aibou DS,DS,2009,Adventure,Tecmo Koei,0,0,0.08,0
2037,GoldenEye 007 (2010),Wii,2010,Action,Activision,0.85,0.71,0.13,0.16
2038,XIII,PS2,2003,Shooter,Ubisoft,0.28,0.22,0,0.07
2039,Galaxy Angel II: Zettairyouiki no Tobira,PS2,2006,Strategy,Broccoli,0,0,0.03,0M
2040,Scene It? Box Office Smash,X360,2008,Misc,Microsoft Game Studios,0.33,0.25,0,0.07
2041,Syphon Filter 2,PS,2000,Shooter,Sony Computer Entertainment,1.5,0.55,0.02,0.08
2042,Fortress,GBA,2001,Action,Majesco Entertainment,0.23,0.08,0,0.01
2044,Batman Forever: The Arcade Game,PS,1996,Action,Acclaim Entertainment,0.02,0.01,0,0
2045,Baldur's Gate: Dark Alliance,XB,2002,Role-Playing,Virgin Interactive,0.15,0.04,0,0.01
2046,Moto Racer DS,DS,2008,Racing,Nobilis,0,0.02,0,0
2047,Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,DS,2008,Action,Takara Tomy,0,0,0.02,0
2048,Greg Hastings Paintball 2,PS3,2010,Shooter,Majesco Entertainment,0.03,0,0,0
2049,Eternal Poison (JP sales),PS2,2008,Role-Playing,Banpresto,0,0,0.13,0
2050,NHL 13,X360,2012,Sports,Electronic Arts,0.51,0.11,0,0.05
2051,Warriors Orochi 3,PS3,2011,Action,Ubisoft Annecy,0,0.04,0.57,0.01
2052,Front Line,2600,1981,Action,Taito,0.22,0.01,0,0
2053,IHRA Professional Drag Racing 2005,PS2,2004,Racing,Bethesda Softworks,0.09,0.07,0,0.02
2054,NHL 98,PS,1997,Sports,Electronic Arts,0.51,0.35,0,0.06
2055,Harvey Birdman: Attorney at Law,PS2,2008,Adventure,Capcom,0.06,0.04,0,0.01
2057,Dave Mirra Freestyle BMX 2,GC,2001,Sports,Acclaim Entertainment,0.21,0.06,0,0.01
2058,Naruto: Ultimate Ninja 3 (JP sales),PS2,2005,Fighting,Atari,0,0,0.36,0
2059,Top Gear Hyper-Bike,N64,1999,Racing,Kemco,0.05,0.01,0,0
2060,Shadowrun,X360,2007,Role-Playing,Microsoft Game Studios,0.41,0.02,0,0.04
2061,Qubed,X360,2009,Puzzle,Atari,0.07,0,0,0.01
2063,The Legend of Heroes: Trails in the Sky SC Evolution,PSV,2015,Role-Playing,Kadokawa Games,0,0,0.03,0
2064,Super Dragon Ball Z,PS2,2006,Fighting,Atari,0.09,0.07,0.19,0.02
2065,Front Mission Evolved,PC,2010,Shooter,Square Enix,0.05,0,0,0
2066,J-League Pro Soccer Club wo Tsukurou! 2,SAT,1997,Sports,Sega,0,0,0.49,0
2067,Neo Angelique Special,PSP,2008,Adventure,Tecmo Koei,0,0,0.01,0
2068,Bookworm,DS,2009,Puzzle,PopCap Games,0.31,0.01,0,0.02
2069,Bomberman: Act Zero,X360,2006,Puzzle,Konami Digital Entertainment,0.04,0,0,0
2071,Monster Rancher 3,PS2,2001,Simulation,Tecmo Koei,0.11,0.09,0.14,0.03
2072,Crash Boom Bang!,DS,2006,Misc,Vivendi Games,0.07,0.01,0,0.01
2073,Black Cat,PS2,2006,Action,Capcom,0,0,0.01,0
2074,Buster Bros. Collection,PS,1997,Puzzle,Capcom,0.04,0.03,0,0
2075,WWF SmackDown! Just Bring It,PS2,2001,Fighting,THQ,1.19,1.15,0.04,0.41
2076,Princess Maker 2,SAT,1995,Simulation,Micro Cabin,0,0,0.08,0
2077,Island Xtreme Stunts,PS2,2002,Action,Electronic Arts,0.04,0.03,0,0.01
2078,Medal of Honor: Infiltrator,GBA,2003,Shooter,Electronic Arts,0.11,0.04,0,0
2079,Grand Theft Auto: Vice City,PC,2003,Action,Take-Two Interactive,0,0.03,0,0.01
2080,The Con,PSP,2005,Fighting,Sony Computer Entertainment,0.18,0,0,0.02
2081,Fuun Shinsengumi Bakumatsuden Portable,PSP,2009,Action,From Software,0.01,0,0,0
2082,Jikkyou Powerful Pro Yakyuu 2010,PSP,2010,Sports,Konami Digital Entertainment,0,0,0.2,0
2083,Kyoukai Senjou no Horizon Portable,PSP,2013,Adventure,Kadokawa Shoten,0,0,0.05,0
2084,Bomberman,Wii,2008,Puzzle,Hudson Entertainment,0,0,0.01,0
2085,Power Rangers Super Megaforce,3DS,2014,Action,Namco Bandai Games,0.01,0.01,0,0
2086,Active Health with Carol Vorderman,DS,2009,Sports,Nintendo,0,0.18,0,0.01
2087,Stuntman: Ignition,PS3,2007,Racing,THQ,0.17,0.26,0,0.1
2088,Kung Fu Panda,X360,2008,Action,Activision,1.91,0.84,0,0.29
2089,OutRun 2006: Coast 2 Coast,PSP,2006,Racing,Sega,0.03,0.01,0,0.01
2090,Skylanders SWAP Force,WiiU,2013,Platform,Activision,0.4,0.15,0,0.06
2091,Metroid Prime Hunters,DS,2006,Shooter,Nintendo,0.58,0.04,0.11,0.06
2092,Minecraft: Story Mode,PS3,2015,Adventure,Mojang,0.25,0.33,0,0.11
2093,Ford Racing 3,XB,2004,Racing,Take-Two Interactive,0.07,0.02,0,0
2094,Active Life: Magical Carnival,Wii,2011,Misc,Namco Bandai Games,0.04,0.01,0,0
2095,NFL Blitz 2001,PS,2000,Sports,Midway Games,0.33,0.22,0,0.04
2096,Monster 4x4: Masters of Metal,PS2,2003,Racing,Ubisoft,0.14,0.11,0,0.04
2097,Auto Destruct,PS,1998,Action,Electronic Arts,0.04,0.03,0,0.01
2098,Dead in the Water,PS,1999,Action,ASC Games,0.03,0.02,0,0
2099,Chevrolet Camaro: Wild Ride,Wii,2010,Racing,Storm City Games,0.06,0,0,0
2100,Far Cry Instincts Predator,X360,2006,Shooter,Ubisoft,0.2,0.03,0,0.02
2101,Dementium: The Ward,DS,2007,Shooter,SouthPeak Games,0.15,0.01,0,0.01
2102,Ashes Cricket 2009,PS3,2009,Sports,Codemasters,0,0.16,0,0.02
2103,Ketsui: Kizuna Jigoku Tachi Extra,X360,2010,Shooter,5pb,0,0,0.02,0
2104,Starhawk,PS3,2012,Action,Sony Computer Entertainment,0.18,0.05,0.03,0.03
2105,Jikkyou Powerful Pro Yakyuu '95,PS,1994,Sports,Konami Digital Entertainment,0,0,0.11,0.01
2106,Chrono Trigger,DS,2008,Role-Playing,Square Enix,0.69,0.2,0.49,0.09
2107,Age of Mythology,PC,2002,Strategy,Microsoft Game Studios,0.02,0.06,0,0.01
2108,New Tokyo Legacy: Operation Babel,PSV,2015,Role-Playing,5pb,0,0,0.03,0
2109,Ride,PS4,2015,Racing,Milestone S.r.l.,0.03,0.13,0.03,0.03
2110,Supreme Commander,PC,2007,Strategy,THQ,0,0.04,0,0.01
2111,Solaris,2600,1986,Shooter,Atari,0.35,0.02,0,0
2112,Tenchu: Stealth Assassins,PS,1997,Action,Activision,0.95,0.64,0.27,0.13
2113,Walk it Out!,Wii,2010,Sports,Konami Digital Entertainment,0.36,0.06,0,0.04
2114,Tantei Jinguuji Saburo DS: Kienai Kokoro,DS,2008,Adventure,Arc System Works,0,0,0.03,0
2115,Tekken,PS,1995,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22
2116,Chronicles of the Sword,PS,1996,Adventure,Psygnosis,0.03,0.02,0,0
2117,Carmageddon 64,N64,1999,Action,Virgin Interactive,0.01,0,0,0
2118,Sesame Street: Cookie's Counting Carnival,DS,2010,Misc,Warner Bros. Interactive Entertainment,0.26,0,0,0.02
2119,Petz: Dogz Talent Show,DS,2009,Simulation,Ubisoft,0.14,0,0,0.01
2120,Syphon Filter,PS,1999,Shooter,Sony Computer Entertainment,2.03,0.72,0.02,0.11
2121,Mana Khemia: Alchemists of Al-Revis (JP sales),PS2,2007,Role-Playing,Nippon Ichi Software,0,0,0.04,0
2122,Rome: Total War,PC,2004,Strategy,Activision,0,0.08,0,0.02
2123,Madagascar,PS2,2005,Platform,Activision,0.78,0.45,0,0.07
2124,Onimusha Essentials,PS2,2008,Action,Capcom,0.07,0.05,0,0.02
2125,Enemy Territory: Quake Wars,X360,2008,Shooter,Activision,0.3,0.11,0,0.04
2126,Gunstar Heroes,GEN,1992,Shooter,Sega,0,0,0.13,0
2127,NCAA Gamebreaker 99,PS,1998,Sports,989 Studios,0.25,0.17,0,0.03
2128,San-X: Chara Sagashi Land,DS,2007,Action,MTO,0,0,0.01,0
2129,Psychedelica of the Black Butterfly,PSV,2015,Action,Idea Factory,0,0,0.02,0
2131,Eat Lead: The Return of Matt Hazard,X360,2009,Shooter,D3Publisher,0.1,0.01,0,0.01
2132,Dragon Ball Z: Shin Budokai - Another Road,PSP,2007,Fighting,Atari,0.19,0.09,0.08,0.07
2133,F1 2015,XOne,2015,Racing,Codemasters,0.08,0.15,0,0.02
2134,The Urbz: Sims in the City (all regions sales),DS,2004,Simulation,Electronic Arts,0.4,0.01,0.02,0
2135,Doctor Who: Evacuation Earth,DS,2010,Adventure,Asylum Entertainment,0,0.14,0,0.02
2136,Chicken Shoot,DS,2007,Action,Zoo Digital Publishing,0.13,0,0,0.01
2137,Madden NFL 06,GBA,2005,Sports,Electronic Arts,0.17,0.06,0,0
2138,Namco Museum Battle Collection (JP sales),PSP,2005,Misc,Sony Computer Entertainment,0,0,0.02,0
2139,NBA Live 2005,GC,2004,Sports,Electronic Arts,0.35,0.09,0,0.01
2140,J-League Winning Eleven 10 + Europa League 06-07,PS2,2006,Sports,Konami Digital Entertainment,0,0,0.21,0K
2141,Warriors of the Lost Empire,PSP,2007,Role-Playing,Mercury Games,0.05,0,0,0.01
2143,Rumble Roses,PS2,2004,Fighting,Konami Digital Entertainment,0.19,0.15,0,0.05
2144,Jak and Daxter: The Lost Frontier,PS2,2009,Platform,Sony Computer Entertainment,0.22,0.17,0,0.06
2145,Deadliest Catch: Alaskan Storm,X360,2008,Sports,Navarre Corp,0.04,0,0,0
2146,The Secret Saturdays: Beasts of the 5th Sun,Wii,2009,Action,D3Publisher,0.09,0,0,0.01
2147,Dreamer Series: Horse Trainer,DS,2008,Simulation,DreamCatcher Interactive,0.02,0,0,0
2148,Madden NFL 17,X360,2016,Sports,Electronic Arts,0.06,0.01,0,0.01
2149,Danny Phantom: The Ultimate Enemy,GBA,2005,Action,THQ,0.16,0.06,0,0
2150,Culdcept SAGA,X360,2006,Role-Playing,Namco Bandai Games,0.12,0,0.03,0.01
2151,DJ Hero,X360,2009,Misc,Activision,0.56,0.4,0,0.11
2152,Marvel Nemesis: Rise of the Imperfects,PS2,2005,Fighting,Electronic Arts,0.64,0.02,0,0.1
2153,ESPN College Hoops 2K5,PS2,2004,Sports,Sega,0.41,0.32,0,0.11
2154,The Idolm@ster 2,PS3,2011,Misc,Namco Bandai Games,0,0,0.16,0
2155,Mushi Bugyou,3DS,2013,Action,Namco Bandai Games,0,0,0.01,0
2156,Momotarou Dentetsu Tag Match: Yuujou - Doryoku - Shouri no Maki!,PSP,2010,Misc,Hudson Soft,0,0,0.07,0
2157,Metal Gear Solid: Peace Walker,PSP,2010,Action,Konami Digital Entertainment,0.46,0.42,0.96,0.25
2158,Yuusha no Kuse ni Namaikida Or 3D,PSP,2010,Strategy,Sony Computer Entertainment,0M,0,0.11,0
2159,Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016,Action,Activision,0.02,0.01,0,0
2160,Dragon Ball Z Super Gokuden: Kakusei-Hen,SNES,1995,Role-Playing,Namco Bandai Games,0,0,0.11,0
2161,Dragon Ball Z: Sagas,PS2,2005,Fighting,Atari,0.38,0.01,0,0.06
2162,Shinobi,PS2,2002,Platform,Sony Computer Entertainment,0.36,0.28,0.22,0.09
2163,Juiced,XB,2005,Racing,THQ,0.13,0.04,0,0.01
2164,Two Worlds II,X360,2011,Role-Playing,Unknown,0.4,0.08,0.03,0.04
2165,Hitman: Blood Money,XB,2006,Action,Eidos Interactive,0.11,0.03,0,0.01
2166,Saban's Power Rangers: Lightspeed Rescue,N64,2000,Action,THQ,0.29,0.06,0,0
2167,Shin Sangoku Musou 5 Special,PSP,2009,Action,Tecmo Koei,0,0,0.05,0
2168,Robotech: Invasion,XB,2004,Shooter,Global Star,0.04,0.01,0,0
2169,Disney's Extreme Skate Adventure,PS2,2003,Sports,Activision,0.16,0.12,0,0.04
2170,NFL Fever 2002,XB,2000,Sports,Microsoft Game Studios,0.74,0.21,0,0.04
2171,The Price is Right: Decades,Wii,2011,Misc,Ubisoft,0.12,0,0,0.01
2172,Crash Bandicoot 2: N-Tranced,GBA,2003,Platform,Vivendi Games,0.63,0.66,0,0.07
2173,Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995,Platform,Nintendo,2.1,0.74,2.2,0.11
2174,Katekyoo Hitman Reborn! Battle Arena,PSP,2008,Fighting,Marvelous Interactive,0,0,0.04,0
2175,Isshoni Gohan. Portable,PSP,2013,Adventure,Boost On,0,0,0.01,0
2176,Godzilla (2015),PS4,2014,Action,Namco Bandai Games,0.1,0.03,0.02,0.03
2177,Shrek 2: Beg for Mercy,GBA,2004,Adventure,Activision,0.42,0.15,0,0.01
2178,Kekkaishi: Karasumori Ayakashi Kidan,DS,2007,Action,Namco Bandai Games,0,0,0.17,0
2179,Idol Janshi Suchie-Pai Remix,SAT,1995,Misc,Jaleco,0,0,0.1,0
2180,Bass Rise,PS,1999,Sports,Namco Bandai Games,0.03,0.02,0,0
2181,Shadow Hearts: From The New World,PS2,2005,Role-Playing,Ghostlight,0.07,0.06,0,0.02
2182,Kenka Banchou 5: Otoko no Housoku,PSP,2011,Action,Spike,0,0,0.14,0
2183,Treasure Chase,DS,2011,Puzzle,Storm City Games,0.02,0,0,0
2184,Hasbro Family Game Night 3,Wii,2010,Misc,Electronic Arts,0.47,280K,0,0.07
2185,MX vs. ATV Unleashed,XB,2005,Racing,THQ,0.32,0.07,0,0.01
2186,Pro Yakyuu Greatest Nine 98,SAT,1998,Sports,Sega,0,0,0.09,0
2187,Deadly Premonition,PS3,2010,Action,Rising Star Games,0.08,0.05,0,0.02
2188,The Wild West,DS,2007,Action,Majesco Entertainment,0.01,0,0,0
2189,Rugby World Cup 2011,X360,2011,Sports,505 Games,0.03,0.21,0,0.04
2190,Lady Sia,GBA,2001,Platform,TDK Mediactive,0.08,0.03,0,0
2191,Die Hard Trilogy 2: Viva Las Vegas,PS,1999,Action,Fox Interactive,0.27,0.18,0,0.03
2192,Kamen Rider: Climax Heroes,PS2,2009,Fighting,Namco Bandai Games,0,0,0.11,0
2193,M&M's Blast!,GBA,2001,Puzzle,Unknown,0.2,0.07,0,0
2194,Crash: Mind Over Mutant,PSP,2008,Platform,Vivendi Games,0.11,0.22,0,0.12
2195,Genji: Dawn of the Samurai,PS2,2005,Action,Sony Computer Entertainment,0.11,0.09,0,0.03
2196,Beowulf: The Game,X360,2007,Action,Ubisoft,0.36,0.01,0,0.03
2197,Dungeon Keeper 2,PC,1999,Action,Electronic Arts,0,0.05,0,0.01
2198,NBA Live 2001,PS2,2001,Sports,Electronic Arts,0.52,0.4,0.04,0.13
2199,Azure Dreams,PS,1997,Role-Playing,Konami Digital Entertainment,0.07,0.05,0,0.01
2200,Barbie as The Island Princess,DS,2007,Adventure,Activision,0.28,10K,0,0.02
2201,Ben 10 Omniverse 2,3DS,2013,Action,Namco Bandai Games,0,0.02,0,0
2203,Summon Night Craft Sword Monogatari: Hajimari no Ishi,GBA,2005,Role-Playing,Banpresto,0,0,0.04,0
2204,Final Fantasy XI,X360,2006,Role-Playing,Square Enix,0.17,0.01,0,0.01
2205,Shrek SuperSlam,GBA,2005,Action,Activision,0.24,0.09,0,0.01
2206,Jaws: Ultimate Predator,Wii,2011,Action,Majesco Entertainment,0.09,0,0,0.01
2207,Adventure Time: Explore the Dungeon Because I Don't Know!,WiiU,2013,Action,D3Publisher,0.02,0.01,0,0
2208,NFL Quarterback Club 2002,PS2,2001,Sports,Acclaim Entertainment,0.11,0.08,0,0.03
2209,Guitar Hero III: Legends of Rock,PS3,2007,Misc,Activision,1.4,0.54,0.02,0.3
2210,Tom Clancy's Splinter Cell: Conviction,PC,2010,Action,Ubisoft,0,0.08,0,0.02
2211,Rugrats: Castle Capers,GBA,2001,Action,THQ,0.33,0.12,0,0.01
2212,Starshot: Space Circus Fever,N64,1998,Platform,Infogrames,0.02,0.01,0,0
2213,Metal Gear Solid,PS,1998,Action,Konami Digital Entertainment,3.18,1.83,0.78,0.24
2214,The Simpsons: Hit & Run,PS2,2003,Racing,Vivendi Games,1.73,2.19,0,0.79
2215,Enthusia Professional Racing,PS2,2005,Racing,Konami Digital Entertainment,0.07,0.06,0,0.02
2216,NANA: Live Staff Daiboshuu! Shoshinsha Kangei,DS,2007,Action,Konami Digital Entertainment,0,0,0.02,0
2217,Slayers,SNES,1994,Role-Playing,Banpresto,0,0,0.12,0
2218,Fashion Studio: Paris Collection,DS,2009,Misc,Ubisoft,0.13,0,0,0.01
2219,Disney Princess: Enchanting Storybooks,DS,2011,Misc,THQ,0.08,0.04,0,0.01
2220,SimCity 2000,PC,1992,Simulation,Maxis,1.2,0.84,0,0.1
2221,Murdered: Soul Suspect,XOne,2014,Action,Square Enix,0.08,0.07,0,0.01
2222,Need for Speed: ProStreet,DS,2007,Racing,Electronic Arts,0.11,0.01,0,0.01
2223,Ninja Gaiden,XB,2004,Action,Microsoft Game Studios,0.92,0.2,0.07,0.04
2224,Air Conflicts: Aces of World War II,PSP,2009,Simulation,Graffiti,0.05,0,0,0
2225,Imagine Figure Skater (JP sales),DS,2007,Sports,Ubisoft,0,0,0.01M,0
2226,Snood 2: On Vacation,DS,2005,Puzzle,Zoo Digital Publishing,0.09,0,0,0.01
2227,Spec Ops: The Line,PS3,2012,Shooter,Take-Two Interactive,0.19,0.25,0.04,0.09
2228,Where the Wild Things Are,DS,2009,Platform,Warner Bros. Interactive Entertainment,0.13,0,0,0.01
2229,Junior Classic Books & Fairytales,DS,2010,Misc,GSP,0.06,0.01,0,0.01
2230,Polar Bowler,DS,2008,Sports,Mumbo Jumbo,0.02,0,0,0
2231,Missile Command,PS,1999,Shooter,Atari,0.25,0.17,0,0.03
2232,Little League World Series Baseball 2008,Wii,2008,Sports,Activision,0.09,0,0,0.01
2233,Turok: Evolution,XB,2002,Shooter,Acclaim Entertainment,0.39,0.14,0,0.02
2234,Dance Dance Revolution X2,PS2,2009,Simulation,Konami Digital Entertainment,1.09,0.85,0,0.28
2235,TOCA 2: Touring Cars,PS,1998,Racing,Codemasters,0.03,1.16,0.02,0.11
2236,Spider-Man: Friend or Foe,DS,2007,Action,Activision,0.43,0,0,0.04
2237,Dragon Ball Z,SNES,1993,Fighting,Namco Bandai Games,0,0,1.45,0
2238,E.T. The Extra-Terrestrial: Interplanetary Mission,PS,2001,Platform,Ubisoft,0.02,0.01,0,0
2239,Cruise Ship Vacation Games,Wii,2009,Puzzle,Avanquest,0.13,0,0,0.01
2240,Fantasy Life,3DS,2012,Role-Playing,Nintendo,0.33,0.37,0.37,0.06
2241,Cabela's Deer Hunt: 2004 Season,XB,2003,Sports,Activision Value,0.16,0.05,0,0.01
2242,Ultimate Party Challenge,Wii,2009,Misc,Konami Digital Entertainment,0.07,0,0,0.01
2243,Street Fighter EX Plus Alpha,PS,1997,Fighting,Virgin Interactive,0.28,0.19,0.23,0.05
2244,Starry ? Sky: After Autumn,PSP,2011,Misc,Aqua Plus,0,0,0.01,0
2245,Solitaire Overload,DS,2007,Misc,Telegames,0.39,0,0,0.03
2246,Make 10: A Journey of Numbers,DS,2007,Puzzle,Nintendo,0,0,0.07,0
2247,Need For Speed: Undercover,X360,2008,Racing,Electronic Arts,0.79,0.71,0.01,0.18
2248,Jewel Master Egypt,DS,2009,Puzzle,Rondomedia,0.21,0.27,0,0.05
2250,Math Play,DS,2006,Puzzle,Ubisoft,0.28,0,0,0.02
2251,Minority Report: Everybody Runs,GC,2002,Action,Activision,0.08,0.02,0,0
2252,Captain Toad: Treasure Tracker,WiiU,2014,Puzzle,Nintendo,0.56,0.36,0.19,0.09
2253,Dragon Ball Z: Budokai Tenkaichi 2,Wii,2006,Fighting,Atari,0.24,0.03,0,0.02
2254,Fear Effect,PS,1998,Action,Eidos Interactive,0.4,0.27,0,0.05
2255,Touch Detective,DS,2006,Adventure,505 Games,0.06,0.03,0,0.01
