,Name,Platform,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales
4877,Gauntlet: Seven Sorrows,PS2,2005,Role-Playing,0.2,0.15,0.0,0.05
4878,Gauntlet: Seven Sorrows,XB,2005,Role-Playing,0.14,0.04,0.0,0.01
4879,Gears of War,PC,2007,Shooter,0.0,0.01,0.0,0.0
4880,Gears of War,X360,2006,Shooter,3.54,1.9,0.07,0.6
4881,Gears of War 2,X360,2008,Shooter,4.15,1.92,0.06,0.64
4882,Gears of War 3,X360,2011,Shooter,4.05,1.62,0.07,0.49
4883,Gears of War: Judgment,X360,2013,Shooter,0.92,0.53,0.03,0.13
4884,Gears of War: Ultimate Edition,XOne,2015,Shooter,2.38,0.32,0.0,0.31
4885,Gegege no Kitarou 2: Youkai Gundan no Chousen,NES,1987,Role-Playing,0.0,0.0,1.25,0.0
4886,Gegege no Kitarou: Youkai Daigekisen,DS,2008,Action,0.0,0.0,0.06,0.0
4887,Geist,GC,2005,Adventure,0.11,0.03,0.0,0.0
4888,Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,PS3,2012,Misc,0.0,0.0,0.03,0.0
4889,Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,PSP,2011,Misc,0.0,0.0,0.03,0.0
4890,Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,PS3,2011,Misc,0.0,0.0,0.03,0.0
4891,Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,PS3,2010,Misc,0.0,0.0,0.03,0.0
4892,Gekido,PS,1999,Fighting,0.06,0.04,0.0,0.01
4893,Gekido Advance: Kintaro's Revenge,GBA,2002,Action,0.02,0.01,0.0,0.0
4894,Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,PS3,2010,Action,0.0,0.0,0.21,0.0
4895,Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,PS3,2011,Action,0.0,0.0,0.22,0.0
4896,Gekijouban Madoka Magicka: The Battle Pentagram,PSV,2013,Action,0.0,0.0,0.08,0.0
4897,Gekikuukan Pro Yakyuu: At the End of the Century 1999,PS2,2000,Sports,0.0,0.0,0.54,0.0
4898,Gekka Ryouran Romance,PSP,2011,Adventure,0.0,0.0,0.02,0.0
4899,Gem Smashers,3DS,2011,Platform,0.04,0.0,0.0,0.0
4900,Gem Smashers,Wii,2011,Platform,0.05,0.0,0.0,0.0
4901,Generation of Chaos,PSP,2005,Role-Playing,0.05,0.0,0.0,0.0
4902,Generator Rex: Agent of Providence,3DS,2011,Action,0.07,0.02,0.0,0.01
4903,Generator Rex: Agent of Providence,DS,2011,Action,0.05,0.01,0.0,0.01
4904,Generator Rex: Agent of Providence,PS3,2011,Action,0.05,0.01,0.0,0.01
4905,Generator Rex: Agent of Providence,Wii,2011,Action,0.07,0.01,0.0,0.01
4906,Generator Rex: Agent of Providence,X360,2011,Action,0.05,0.01,0.0,0.0
4907,Genji: Dawn of the Samurai,PS2,2005,Action,0.11,0.09,0.0,0.03
4908,Genji: Days of the Blade,PS3,2006,Action,0.18,0.38,0.06,0.14
4909,Genkai Tokki Monster Monpiece,PSV,2013,Strategy,0.0,0.0,0.06,0.0
4910,Genkai Tokki: Moero Crystal,PSV,2015,Role-Playing,0.0,0.0,0.06,0.0
4911,Genkai Tokki: Seven Pirates,PSV,2016,Role-Playing,0.0,0.0,0.02,0.0
4912,Genkai Totsuki Moero Chronicle,PSV,2014,Role-Playing,0.0,0.0,0.08,0.0
4913,Genma Onimusha,XB,2002,Action,0.14,0.04,0.05,0.01
4914,Genroh,PSP,2012,Action,0.0,0.0,0.02,0.0
4915,Gensou Suikoden I & II,PSP,2006,Role-Playing,0.0,0.0,0.03,0.0
4916,Geometry Wars: Galaxies,DS,2007,Shooter,0.13,0.0,0.0,0.01
4917,Geometry Wars: Galaxies,Wii,2007,Shooter,0.11,0.0,0.0,0.01
4918,Geon Cube,Wii,2009,Puzzle,0.02,0.0,0.0,0.0
4919,George of the Jungle and the Search for the Secret,DS,2008,Platform,0.05,0.0,0.0,0.0
4920,George of the Jungle and the Search for the Secret,Wii,2008,Platform,0.02,0.0,0.0,0.0
4921,Germany's Next Topmodel 2011,DS,2011,Simulation,0.0,0.01,0.0,0.0
4922,Germany's Next Topmodel 2011,Wii,2011,Simulation,0.0,0.02,0.0,0.0
4923,Get Fit with Mel B,PS3,2010,Sports,0.15,0.17,0.0,0.07
4924,Get Fit with Mel B,Wii,2010,Sports,0.03,0.05,0.0,0.01
4925,Get On Da Mic,PS2,2004,Misc,0.07,0.06,0.0,0.02
4926,Get Up and Dance,PS3,2011,Misc,0.03,0.01,0.0,0.0
4927,Get Up and Dance,Wii,2011,Misc,0.06,0.04,0.0,0.01
4928,Geten no Hana,PSP,2013,Misc,0.0,0.0,0.02,0.0
4929,Geten no Hana: Yume Akari,PSP,2014,Misc,0.0,0.0,0.01,0.0
4930,Getsuei Gakuen: kou,PSV,2013,Adventure,0.0,0.0,0.01,0.0
4931,Gex,PS,1995,Platform,0.49,0.33,0.0,0.06
4932,Gex 3: Deep Cover Gecko,N64,1999,Platform,0.17,0.04,0.0,0.0
4933,Gex 3: Deep Cover Gecko,PS,1999,Platform,0.3,0.2,0.0,0.03
4934,Gex 64: Enter the Gecko,N64,1998,Action,0.2,0.05,0.0,0.0
4935,Gex: Enter the Gecko,PS,1998,Platform,0.32,0.22,0.0,0.04
4936,Ghost Pirates of Vooju Island,PC,2009,Adventure,0.0,0.02,0.0,0.0
4937,Ghost Rider,PSP,2007,Action,0.22,0.0,0.0,0.02
4938,Ghost Squad,Wii,2007,Shooter,0.42,0.21,0.08,0.07
4939,Ghost Trick: Phantom Detective,DS,2010,Adventure,0.2,0.08,0.12,0.03
4940,Ghost in the Shell,PS,1997,Simulation,0.06,0.04,0.0,0.01
4941,Ghost in the Shell: Stand Alone Complex,PS2,2004,Adventure,0.08,0.06,0.0,0.02
4942,Ghost in the Shell: Stand Alone Complex,PSP,2005,Adventure,0.06,0.0,0.0,0.01
4943,Ghostbusters,2600,1985,Puzzle,0.42,0.03,0.0,0.0
4944,Ghostbusters (2016),PS4,2016,Action,0.02,0.0,0.0,0.01
4945,Ghostbusters (2016),XOne,2016,Action,0.02,0.0,0.0,0.0
4946,Ghostbusters: The Video Game,DS,2009,Action,0.26,0.12,0.0,0.04
4947,Ghostbusters: The Video Game,PS2,2009,Action,0.15,0.04,0.0,0.24
4948,Ghostbusters: The Video Game,PS3,2009,Action,0.34,0.37,0.0,0.15
4949,Ghostbusters: The Video Game,PSP,2009,Action,0.16,0.01,0.0,0.02
4950,Ghostbusters: The Video Game,Wii,2009,Action,0.6,0.21,0.0,0.08
4951,Ghostbusters: The Video Game,X360,2009,Action,0.43,0.14,0.0,0.06
4952,Ghostbusters: The Video Game (DS Version),PC,2010,Action,0.0,0.08,0.0,0.02
4953,Ghostbusters: The Video Game (DS Version),PS3,2010,Action,0.59,0.99,0.13,0.36
4954,Ghostbusters: The Video Game (DS Version),X360,2009,Action,1.04,1.24,0.03,0.27
4955,Ghosthunter,PS2,2003,Action,0.04,0.03,0.0,0.01
4956,Ghosts 'n Goblins,NES,1986,Action,0.74,0.26,0.61,0.03
4957,Giants: Citizen Kabuto,PS2,2001,Shooter,0.03,0.02,0.0,0.01
4958,Gift: Prism,PS2,2006,Adventure,0.0,0.0,0.02,0.0
4959,Ginga Fukei Densetsu: Sapphire,TG16,1995,Shooter,0.0,0.0,0.02,0.0
4960,Ginga Tetsudou 999 DS,DS,2010,Adventure,0.0,0.0,0.02,0.0
4961,Gintama DS: Yorozuya Daisoudou,DS,2006,Action,0.0,0.0,0.07,0.0
4962,Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari,DS,2007,Role-Playing,0.0,0.0,0.08,0.0
4963,Gintama no Sugoroku,PSP,2013,Action,0.0,0.0,0.06,0.0
4964,Gintama: Banji Oku Chuubu!,Wii,2007,Action,0.0,0.0,0.03,0.0
4965,Gintama: Gin-San to Issho! Boku no Kabuki Machi Nikki,PS2,2007,Action,0.0,0.0,0.08,0.0
4966,Girl Friend Beta: Kimi to Sugosu Natsuyasumi,PSV,2015,Action,0.0,0.0,0.02,0.0
4967,Girl Time,DS,2009,Simulation,0.11,0.0,0.0,0.01
4968,Girls Mode 3: Kirakira Code,3DS,2015,Action,0.0,0.0,0.23,0.0
4969,Girls Only,DS,2010,Simulation,0.03,0.0,0.0,0.0
4970,Girls RPG: Cinderellife,3DS,2012,Role-Playing,0.0,0.0,0.06,0.0
4971,Girls und Panzer: I Will Master Tankery,PSV,2014,Action,0.0,0.0,0.09,0.0
4972,Gitaroo Man,PS2,2001,Misc,0.02,0.02,0.0,0.01
4973,Gitaroo Man Lives!,PSP,2006,Misc,0.03,0.0,0.0,0.0
4974,Glacier2,Wii,2009,Racing,0.04,0.0,0.0,0.0
4975,Gladiator Begins,PSP,2010,Action,0.05,0.01,0.05,0.01
4976,Gladiator: Sword of Vengeance,PS2,2003,Action,0.06,0.05,0.0,0.02
4977,Gladiator: Sword of Vengeance,XB,2003,Action,0.04,0.01,0.0,0.0
4978,Gladius,GC,2003,Strategy,0.06,0.01,0.0,0.0
4979,Gladius,PS2,2003,Strategy,0.1,0.08,0.0,0.03
4980,Gladius,XB,2003,Strategy,0.1,0.03,0.0,0.0
4981,Global Defence Force,PS2,2005,Shooter,0.0,0.0,0.17,0.0
4982,Global Touring Challenge: Africa,PS2,2001,Racing,0.05,0.04,0.0,0.01
4983,Gloria Union,PSP,2011,Role-Playing,0.0,0.0,0.03,0.0
4984,Glory Days 2,DS,2007,Strategy,0.08,0.0,0.0,0.01
4985,Glory of Heracles,DS,2008,Role-Playing,0.2,0.0,0.08,0.01
4986,Glover,PS,1999,Platform,0.09,0.06,0.0,0.01
4987,Go Diego Go! Great Dinosaur Rescue,DS,2008,Action,0.44,0.01,0.0,0.03
4988,Go Diego Go! Great Dinosaur Rescue,Wii,2008,Action,0.53,0.02,0.0,0.04
4989,Go Diego Go! Safari Rescue,Wii,2008,Action,0.48,0.01,0.0,0.04
4990,Go Diego Go!: Safari Rescue,PS2,2008,Action,0.02,0.02,0.0,0.01
4991,Go Go Ackman 3,SNES,1995,Platform,0.0,0.0,0.04,0.0
4992,Go Play: Circus Star,Wii,2009,Action,0.12,0.0,0.0,0.01
4993,Go Play: City Sports,Wii,2009,Sports,0.08,0.0,0.0,0.01
4994,Go Play: Lumberjacks,Wii,2009,Simulation,0.18,0.0,0.0,0.01
4995,Go Vacation,Wii,2011,Misc,0.48,0.68,0.33,0.16
4996,Go! Go! Hypergrind,GC,2003,Sports,0.02,0.01,0.0,0.0
4997,Go! Sudoku,PSP,2005,Puzzle,0.11,0.0,0.0,0.01
4998,Go! Sudoku (JP sales),PSP,2005,Puzzle,0.0,0.0,0.11,0.0
4999,"Go, Diego, Go! Safari Rescue",DS,2007,Adventure,0.15,0.01,0.0,0.01
5000,"Go, Diego, Go!: Great Dinosaur Rescue",PS2,2008,Action,0.16,0.12,0.0,0.04
5001,GoGo's Crazy Bones,DS,2012,Action,0.0,0.04,0.0,0.0
5002,GoPets: Vacation Island,DS,2008,Simulation,0.03,0.0,0.0,0.0
5003,Goal Storm '97,PS,1996,Sports,0.01,0.0,0.09,0.01
5004,Goat Simulator,XOne,2016,Simulation,0.0,0.01,0.0,0.0
5005,Gobliiins 4,PC,2009,Adventure,0.0,0.01,0.0,0.0
5006,Goblin Commander: Unleash the Horde,GC,2003,Strategy,0.01,0.0,0.0,0.0
5007,Goblin Commander: Unleash the Horde,PS2,2003,Strategy,0.08,0.07,0.0,0.02
5008,Goblin Commander: Unleash the Horde,XB,2003,Strategy,0.06,0.02,0.0,0.0
5009,Gochuumon wa Usagi Desu ka?? Wonderful Party!,PSV,2016,Adventure,0.0,0.0,0.02,0.0
5010,God Eater,PSP,2010,Action,0.0,0.0,0.72,0.0
5011,God Eater 2,PSP,2013,Role-Playing,0.0,0.0,0.24,0.0
5012,God Eater 2,PSV,2013,Role-Playing,0.0,0.0,0.45,0.0
5013,God Eater 2: Rage Burst,PS4,2015,Role-Playing,0.0,0.01,0.09,0.0
5014,God Eater 2: Rage Burst,PSV,2015,Role-Playing,0.0,0.01,0.37,0.0
5015,God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,2015,Misc,0.0,0.0,0.03,0.0
5016,God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,PS4,2016,Action,0.0,0.0,0.01,0.0
5017,God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,PS4,2016,Action,0.0,0.0,0.01,0.0
5018,God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,PS4,2016,Misc,0.0,0.0,0.01,0.0
5019,God Eater Resurrection,PS4,2015,Action,0.0,0.0,0.08,0.0
5020,God Eater Resurrection,PSV,2015,Action,0.0,0.0,0.19,0.0
5021,God Hand,PS2,2006,Action,0.0,0.0,0.07,0.0
5022,God of War,PS2,2005,Action,2.71,1.29,0.02,0.43
5023,God of War Collection,PS3,2009,Action,1.7,0.46,0.06,0.41
5024,God of War Collection,PSV,2014,Action,0.14,0.1,0.01,0.07
5025,God of War II,PS2,2007,Action,2.32,0.04,0.04,1.67
5026,God of War III,PS3,2010,Action,2.74,1.36,0.12,0.63
5027,God of War III,PS4,2015,Action,0.23,0.29,0.01,0.1
5028,God of War Saga,PS3,2012,Action,0.72,0.0,0.0,0.06
5029,God of War: Ascension,PS3,2013,Action,1.23,0.68,0.04,0.34
5030,God of War: Chains of Olympus,PSP,2008,Action,1.48,1.01,0.04,0.66
5031,God of War: Ghost of Sparta,PSP,2010,Action,0.41,0.36,0.03,0.21
5032,God of War: Origins Collection,PS3,2011,Action,0.39,0.08,0.02,0.06
5033,Godai: Elemental Force,PS2,2002,Action,0.04,0.03,0.0,0.01
5034,Gods Eater Burst,PSP,2010,Action,0.03,0.0,0.62,0.0
5035,Godzilla (2014),PS3,2014,Action,0.0,0.01,0.06,0.0
5036,Godzilla (2015),PS4,2014,Action,0.1,0.03,0.02,0.03
5037,Godzilla Generations,DC,1998,Action,0.0,0.0,0.08,0.0
5038,Godzilla Unleashed,Wii,2007,Fighting,0.15,0.0,0.0,0.01
5039,Godzilla Unleashed: Double Smash,DS,2007,Action,0.11,0.0,0.0,0.01
5040,Godzilla: Destroy All Monsters Melee,GC,2002,Fighting,0.55,0.14,0.0,0.02
5041,Godzilla: Domination!,GBA,2002,Fighting,0.2,0.07,0.0,0.01
5042,Godzilla: Save the Earth,PS2,2004,Fighting,0.23,0.18,0.0,0.06
5043,Godzilla: Save the Earth,XB,2004,Fighting,0.1,0.03,0.0,0.0
5044,Goemon's Great Adventure,N64,1998,Platform,0.06,0.02,0.13,0.1
5045,Goku Makaimura Kai,PSP,2007,Platform,0.0,0.0,0.01,0.0
5046,Gokuhou!! Mecha Mote Iinchou: Girls Motekawa Box,DS,2009,Simulation,0.0,0.0,0.01,0.0
5047,Gokuhou!! Mecha Mote Iinchou: MM Town de Miracle Change!,DS,2009,Simulation,0.0,0.0,0.1,0.0
5048,Gokujou Parodius,SNES,1994,Shooter,0.0,0.0,0.18,0.0
5049,Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,DS,2010,Simulation,0.0,0.0,0.03,0.0
5050,Gold and Glory: The Road to El Dorado,PS,2000,Adventure,0.03,0.02,0.0,0.0
5051,Gold's Gym: Cardio Workout,Wii,2008,Sports,1.11,0.04,0.06,0.09
5052,Gold's Gym: Cardio Workout (Others sales),Wii,2008,Sports,0.0,0.3,0.0,0.02
5053,Gold's Gym: Dance Workout,Wii,2010,Sports,0.71,0.11,0.0,0.06
5054,Golden Axe: Beast Rider,PS3,2008,Action,0.13,0.14,0.0,0.06
5055,Golden Axe: Beast Rider,X360,2008,Action,0.19,0.11,0.0,0.03
5056,Golden Axe: The Duel,SAT,1994,Fighting,0.0,0.0,0.05,0.0
5057,Golden Nugget 64,N64,1998,Misc,0.07,0.02,0.0,0.0
5058,Golden Nugget Casino,GBA,2004,Misc,0.18,0.07,0.0,0.0
5059,Golden Nugget Casino / Texas Hold 'Em Double Pack,GBA,2005,Misc,0.02,0.01,0.0,0.0
5060,Golden Nugget Casino DS,DS,2005,Misc,0.02,0.0,0.0,0.0
5061,Golden Sun,GBA,2001,Role-Playing,0.93,0.38,0.4,0.06
5062,Golden Sun: Dark Dawn,DS,2010,Role-Playing,0.56,0.11,0.13,0.05
5063,Golden Sun: The Lost Age,GBA,2002,Role-Playing,0.61,0.27,0.27,0.07
5064,Golden Time: Vivid Memories,PSV,2014,Adventure,0.0,0.0,0.01,0.0
5065,GoldenEye 007,N64,1997,Shooter,5.8,2.01,0.13,0.15
5066,GoldenEye 007 (2010),DS,2010,Action,0.11,0.03,0.0,0.01
5067,GoldenEye 007 (2010),Wii,2010,Action,0.85,0.71,0.13,0.16
5068,GoldenEye: Rogue Agent,DS,2005,Shooter,0.1,0.0,0.0,0.01
5069,GoldenEye: Rogue Agent,GC,2004,Shooter,0.28,0.07,0.0,0.01
5070,GoldenEye: Rogue Agent,PS2,2004,Shooter,0.54,0.02,0.0,0.09
5071,GoldenEye: Rogue Agent,XB,2004,Shooter,0.34,0.13,0.0,0.02
5072,Goldeneye 007: Reloaded,PS3,2011,Shooter,0.33,0.35,0.0,0.13
5073,Goldeneye 007: Reloaded,X360,2011,Shooter,0.25,0.21,0.0,0.05
5074,Golf,GB,1989,Sports,0.83,0.33,0.92,0.04
5075,Golf,NES,1984,Sports,1.22,0.28,2.46,0.04
5076,Gon: BakuBakuBakuBaku Adventure,3DS,2012,Action,0.0,0.0,0.02,0.0
5077,Goodbye Deponia,PC,2013,Adventure,0.0,0.06,0.0,0.01
5078,Goosebumps HorrorLand,DS,2008,Adventure,0.31,0.0,0.0,0.02
5079,Goosebumps HorrorLand,PS2,2008,Adventure,0.04,0.03,0.0,0.01
5080,Goosebumps HorrorLand,Wii,2008,Adventure,0.16,0.0,0.0,0.01
5081,Goosebumps: The Game,3DS,2015,Adventure,0.05,0.0,0.0,0.01
5082,Gormiti: The Lords of Nature!,DS,2010,Adventure,0.05,0.0,0.0,0.0
5083,Gormiti: The Lords of Nature!,Wii,2010,Adventure,0.04,0.0,0.0,0.0
5084,Gotcha Force,GC,2003,Shooter,0.01,0.0,0.01,0.0
5085,Gothic 3,PC,2006,Role-Playing,0.0,0.05,0.0,0.01
5086,Gothic Universe,PC,2007,Role-Playing,0.0,0.03,0.0,0.01
5087,Gotouchi Kenkei DS,DS,2006,Misc,0.0,0.0,0.03,0.0
5088,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,3DS,2014,Misc,0.0,0.0,0.12,0.0
5089,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,WiiU,2014,Misc,0.0,0.0,0.03,0.0
5090,Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,PS,1995,Fighting,0.0,0.0,0.1,0.01
5091,Gourmet Chef: Cook Your Way to Fame,DS,2008,Misc,0.13,0.0,0.0,0.01
5092,Grabbed by the Ghoulies,XB,2003,Action,0.11,0.03,0.0,0.01
5093,Gradius,NES,1986,Shooter,0.27,0.08,1.0,0.01
5094,Gradius Collection,PSP,2006,Shooter,0.04,0.0,0.02,0.0
5095,Gradius Galaxies,GBA,2001,Shooter,0.06,0.02,0.0,0.0
5096,Gradius III and IV,PS2,2000,Shooter,0.04,0.03,0.0,0.01
5097,Gradius V,PS2,2004,Shooter,0.05,0.04,0.0,0.01
5098,Graffiti Kingdom,PS2,2004,Role-Playing,0.01,0.01,0.0,0.0
5099,Gran Turismo,PS,1997,Racing,4.02,3.87,2.54,0.52
5100,Gran Turismo (PSP),PSP,2009,Racing,0.5,1.59,0.31,0.87
5101,Gran Turismo 2,PS,1999,Racing,3.88,3.42,1.69,0.5
5102,Gran Turismo 3: A-Spec,PS2,2001,Racing,6.85,5.09,1.87,1.16
5103,Gran Turismo 4,PS2,2004,Racing,3.01,0.01,1.1,7.53
5104,Gran Turismo 4 Prologue,PS2,2003,Racing,0.0,0.47,0.77,0.17
5105,Gran Turismo 5,PS3,2010,Racing,2.96,4.88,0.81,2.12
5106,Gran Turismo 5 Prologue,PS3,2007,Racing,1.28,1.83,0.57,0.53
5107,Gran Turismo 6,PS3,2013,Racing,0.71,1.8,0.4,0.74
5108,Gran Turismo Concept 2001 Tokyo,PS2,2001,Racing,0.0,1.1,0.42,0.33
5109,Grand Ages: Medieval,PC,2015,Strategy,0.0,0.04,0.0,0.0
5110,Grand Ages: Medieval,PS4,2015,Strategy,0.0,0.05,0.01,0.01
5111,Grand Kingdom,PS4,2015,Role-Playing,0.02,0.0,0.03,0.0
5112,Grand Kingdom,PSV,2015,Role-Playing,0.01,0.02,0.04,0.01
5113,Grand Knights History,PSP,2011,Role-Playing,0.0,0.0,0.13,0.0
5114,Grand Prix,2600,1981,Racing,0.45,0.03,0.0,0.0
5115,Grand Prix Challenge,PS2,2002,Racing,0.04,0.03,0.0,0.01
5116,Grand Prix Legends,PC,1997,Racing,0.0,0.01,0.0,0.0
5117,Grand Slam,PS,1997,Misc,0.02,0.02,0.0,0.0
5118,Grand Slam Tennis 2,PS3,2012,Sports,0.09,0.11,0.0,0.04
5119,Grand Slam Tennis 2,X360,2012,Sports,0.1,0.07,0.0,0.02
5120,Grand Theft Auto,GBA,2004,Action,0.17,0.06,0.0,0.0
5121,Grand Theft Auto,PS,1997,Action,0.79,1.35,0.04,0.14
5122,Grand Theft Auto 2,PS,1998,Action,1.13,2.07,0.0,0.22
5123,Grand Theft Auto III,PC,2002,Action,0.0,0.01,0.0,0.0
5124,Grand Theft Auto III,PS2,2001,Action,6.99,4.51,0.3,1.3
5125,Grand Theft Auto IV,PS3,2008,Action,4.76,3.76,0.44,1.62
5126,Grand Theft Auto IV,X360,2008,Action,6.76,3.1,0.14,1.03
5127,Grand Theft Auto V,PC,2015,Action,0.36,0.64,0.0,0.08
5128,Grand Theft Auto V,PS3,2013,Action,7.01,9.27,0.97,4.14
5129,Grand Theft Auto V,PS4,2014,Action,3.8,5.81,0.36,2.02
5130,Grand Theft Auto V,X360,2013,Action,9.63,5.31,0.06,1.38
5131,Grand Theft Auto V,XOne,2014,Action,2.66,2.01,0.0,0.41
5132,Grand Theft Auto: Chinatown Wars,DS,2009,Action,0.59,0.57,0.05,0.14
5133,Grand Theft Auto: Chinatown Wars,PSP,2009,Action,0.28,0.5,0.03,0.28
5134,Grand Theft Auto: Liberty City Stories,PS2,2006,Action,1.56,1.4,0.07,0.5
5135,Grand Theft Auto: Liberty City Stories,PSP,2005,Action,2.9,2.83,0.24,1.75
5136,"Grand Theft Auto: Mission Pack #1, London 1969",PS,1998,Adventure,0.06,0.04,0.0,0.01
5137,Grand Theft Auto: San Andreas,PC,2005,Action,0.0,0.92,0.0,0.05
5138,Grand Theft Auto: San Andreas,PS2,2004,Action,9.43,0.4,0.41,10.57
5139,Grand Theft Auto: San Andreas,X360,2008,Action,0.08,0.03,0.0,0.01
5140,Grand Theft Auto: San Andreas,XB,2005,Action,1.26,0.61,0.0,0.09
5141,Grand Theft Auto: Vice City,PC,2003,Action,0.0,0.03,0.0,0.01
5142,Grand Theft Auto: Vice City,PS2,2002,Action,8.41,5.49,0.47,1.78
5143,Grand Theft Auto: Vice City Stories,PS2,2007,Action,0.78,0.03,0.03,0.13
5144,Grand Theft Auto: Vice City Stories,PSP,2006,Action,1.7,2.02,0.16,1.21
5145,Grandia,PS,1999,Role-Playing,0.14,0.09,0.0,0.02
5146,Grandia,SAT,1997,Role-Playing,0.0,0.0,0.42,0.0
5147,Grandia II,DC,2000,Role-Playing,0.0,0.0,0.2,0.0
5148,Grandia II,PS2,2002,Role-Playing,0.14,0.11,0.0,0.04
5149,Grandia III,PS2,2005,Role-Playing,0.12,0.1,0.24,0.03
5150,Grandia Xtreme,PS2,2002,Role-Playing,0.07,0.05,0.25,0.02
5151,Gravitar,2600,1982,Action,0.35,0.02,0.0,0.0
5152,Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,0.03,0.0,0.0,0.0
5153,Gravity Games Bike: Street Vert Dirt,PS2,2002,Sports,0.05,0.04,0.0,0.01
5154,Gravity Rush,PSV,2012,Action,0.26,0.2,0.09,0.1
5155,Gravity Rush Remastered,PS4,2015,Action,0.02,0.05,0.04,0.01
5156,Gray Matter,PC,2011,Adventure,0.02,0.05,0.0,0.01
5157,Gray Matter,X360,2011,Adventure,0.0,0.04,0.0,0.01
5158,Grease,DS,2010,Misc,0.1,0.0,0.0,0.01
5159,Grease,Wii,2010,Misc,0.27,0.25,0.0,0.05
5160,Grease Dance,PS3,2011,Misc,0.05,0.02,0.0,0.01
5161,Grease Dance,X360,2011,Misc,0.11,0.03,0.0,0.01
5162,Great Battle Full Blast,PSP,2012,Action,0.0,0.0,0.04,0.0
5163,Great Edo Blacksmith,PSV,2014,Adventure,0.0,0.0,0.03,0.0
5164,Great Party Games,Wii,2010,Misc,0.0,0.08,0.0,0.01
5165,Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken,3DS,2015,Action,0.0,0.0,0.19,0.0
5166,Green Day: Rock Band,PS3,2010,Misc,0.19,0.16,0.0,0.07
5167,Green Day: Rock Band,Wii,2010,Misc,0.22,0.12,0.0,0.03
5168,Green Day: Rock Band,X360,2010,Misc,0.24,0.13,0.0,0.04
5169,Green Lantern: Rise of the Manhunters,3DS,2011,Action,0.09,0.03,0.0,0.01
5170,Green Lantern: Rise of the Manhunters,DS,2011,Action,0.08,0.02,0.0,0.01
5171,Green Lantern: Rise of the Manhunters,PS3,2011,Action,0.09,0.05,0.0,0.03
5172,Green Lantern: Rise of the Manhunters,Wii,2011,Action,0.06,0.04,0.0,0.01
5173,Green Lantern: Rise of the Manhunters,X360,2011,Action,0.07,0.05,0.0,0.01
5174,Greg Hastings Paintball 2,PS3,2010,Shooter,0.03,0.0,0.0,0.0
5175,Greg Hastings Paintball 2,Wii,2010,Shooter,0.12,0.0,0.0,0.01
5176,Greg Hastings Paintball 2,X360,2010,Shooter,0.19,0.0,0.0,0.01
5177,Greg Hastings' Tournament Paintball,XB,2004,Shooter,0.46,0.06,0.0,0.02
5178,Greg Hastings' Tournament Paintball Max'd,DS,2006,Shooter,0.03,0.0,0.0,0.0
5179,Greg Hastings' Tournament Paintball Max'd,GBA,2006,Shooter,0.02,0.01,0.0,0.0
5180,Greg Hastings' Tournament Paintball Max'd,PS2,2006,Shooter,0.01,0.0,0.0,0.0
5181,Gremlins,2600,1983,Action,0.43,0.03,0.0,0.0
5182,Gretzky NHL,PSP,2005,Sports,0.1,0.0,0.0,0.01
5183,Gretzky NHL 06,PS2,2005,Sports,0.07,0.05,0.0,0.02
5184,Gretzky NHL 06,PSP,2005,Sports,0.13,0.0,0.0,0.01
5185,Gretzky NHL 2005,PS2,2004,Sports,0.08,0.07,0.0,0.02
5186,Grey's Anatomy: The Video Game,DS,2009,Adventure,0.03,0.01,0.0,0.0
5187,Grey's Anatomy: The Video Game,PC,2009,Adventure,0.0,0.02,0.0,0.0
5188,Grey's Anatomy: The Video Game,Wii,2009,Adventure,0.05,0.01,0.0,0.0
5189,Grid Runner,PS,1996,Action,0.02,0.01,0.0,0.0
5190,GrimGrimoire,PS2,2007,Strategy,0.01,0.01,0.03,0.0
5191,Grind Session,PS,2000,Sports,0.24,0.17,0.0,0.03
5192,GripShift,PSP,2005,Racing,0.08,0.0,0.0,0.01
5193,Grisaia no Kajitsu: La Fruit de la Grisaia,PSP,2013,Adventure,0.0,0.0,0.01,0.0
